@Delta Well it ain’t written. It’s something that I SPOKE to a representative about on 9/21. He said that I’d have… https://t.co/besedfcbWr,0.0,neutral
@Delta Antarctica,0.0,neutral
@Delta thanks Delta for fixing this!,0.2,positive
@Slumdogwrld @JenJJams @SRotkis @Delta @cathstweet @Blue_Texas2022 @UnitedAirlines_ Killing kids how? Do explain.… https://t.co/XYL7GG6lhq,0.0,neutral
@RepSwalwell It needs to happen. And @Delta should join the other airlines requiring that their employees are vaccinated.,-0.125,negative
".@mspairport:   Keep pursuing .@jetairways/.@jetairways2021, and pursue .@ChinaAirlinesPH.   Get those 2 Airlines.… https://t.co/TXU6RfpFMG",0.0,neutral
"@Reilly_kb93 @utedaddy @Delta No one likes that team, Reilly",0.0,neutral
RT @Delta: POV: You're getting ready for vacation. Screenshot and share your next trip. 📱 https://t.co/Kfx8FEdmtE,0.1,positive
@Delta get your people vaxed!  I'm leaving. https://t.co/ZUfo7t5bwN,0.0,neutral
@utedaddy @Delta They should have a ATL-SLC shuttle that runs non stop and takes a million people,0.0,neutral
@Delta 🥨🍻 Happy #GermanAmericanDay! 🇩🇪🇺🇸 https://t.co/Zch3TAwPNl,0.8,positive
Did @delta get rid of their @TMobile wifi option perk?,0.0,neutral
Dear @United I am a million miler on @Delta My husband is a 2 million miler.  Would you like our business?  @Delta… https://t.co/2m9nQf90HN,0.0,neutral
@kelmcco_ @Delta Please please let me know when I can come see you 😘😘😘,0.0,neutral
Man I’m so sick of @Delta and this runaround they be giving me. It’s been nearly a month. 🤬,-0.30714285714285716,negative
@utedaddy @Delta SF is pretty cheap to fly into 🤷🏻‍♂️,0.4833333333333334,positive
@utedaddy @Delta It’s the same to fly to Houston. Pretty much why I only get to my family out there every 5 years or so,0.25,positive
"RT @kimbee802009: @Blue_Texas2022 No thanks, @Delta I can find a different airline.",-0.05,negative
@Delta shout out to Colin White at the SFO Sky Club for making my day significantly less terrible!,-0.3888888888888889,negative
@drantbradley @Delta Will watch. https://t.co/67NRM8vqgO,0.0,neutral
"Dear @delta… pls don’t closed gate before travel companion & I get to #saltlakecityairport A15 fr B6. FWIW, connect… https://t.co/p5YVxLDDsr",-0.1,negative
RT @KatTimpf: When you have to wear a mask the entire flight but you pull down your tray table and it looks like this 🤢 @Delta https://t.co…,-0.07777777777777779,negative
@Delta I need help. Online with messaging for an hour to use an ecert that says closes but has 1200 left. The perso… https://t.co/J38UvwbMLK,0.0,neutral
keep walking @Delta lol,0.8,positive
@Delta @DeltaNewsHub you guys have been cancelling my flight again and again for two days! Today i booked again by… https://t.co/NWBC3NJzDp,0.0,neutral
@Delta are you comfortable becoming the airline of choice for MAGA Covid-deniers? Because I for one am not comforta… https://t.co/Qfxivb1bDP,0.42500000000000004,positive
How do you bring dormant planes back to life?  @Freightwaves takes a look at how @Delta woke up more than 500 of it… https://t.co/OVHXYBtzwy,0.25,positive
@utedaddy @Delta Because it’s a hub and they have so many routes going through each other so they don’t need slc to… https://t.co/OHVMD5cBRG,0.1875,positive
"@kimbee802009 @Blue_Texas2022 @Delta Flew trans-con RT on *that* carrier last week - outbound in “first”, return in… https://t.co/kJtUgzvJXK",0.125,positive
@briantylercohen @NoLieWithBTC And of course Georgias @Delta is not listed lol.,0.8,positive
RT @RobertPetrocel2: @Blue_Texas2022 @Delta... I'll fly some other airline until you come correct.,0.3375,positive
@Delta Hi! I urgently need to rebook my flight tomorrow to a different route (also tomorrow). I can’t get ahold of… https://t.co/vA724GKKLv,0.0,neutral
"@Delta any suggestions on how to get a status on “identity verification form” I submitted on 8/14. flight tomorrow,… https://t.co/IOW44cqJNk",0.0,neutral
"@skabdallah @hollyrpeete @AirCanada @Delta I have travelled for 50 years across North America, central and South Am… https://t.co/jw8Z5LmAZ5",0.0,neutral
@Delta  you used to be in front of the curve- what’s happening!? https://t.co/7pPKwE8mWv,0.0,neutral
@Delta Fingers crossed they open to unvaxxed people! https://t.co/dHmJ72aiAe,0.0,neutral
@FrankLuntz @Delta C’mon already!,0.0,neutral
@BYUapologist @utedaddy @Delta SLC is a tough market- super price sensitive leisure market mixed with hyper fast gr… https://t.co/uLPDhmWEpk,0.048888888888888885,positive
@Delta When I called the Delta customer service line and asked about the jump I was hung up on. I feel tricked. Thi… https://t.co/tyYevjgBwi,0.0,neutral
"@Delta Hello, I was in the process of upgrading my flight and when my payment was processing the website kicked it… https://t.co/LCHnG4c9fm",0.0,neutral
@wdrohrer @Delta Be afraid for the rest of your life. Get vaccinated and quit being scared. Or admit the vaccine doesn’t work. Your choice.,-0.6,negative
@BYUapologist @utedaddy @Delta Checking the prices from Denver and Las Vegas...,0.0,neutral
First non @Delta flight in a min and whew it's ghetto. What you mean no movies!?,-0.03125,negative
@Delta Positive rate. Gear up.,0.22727272727272727,positive
"@Delta customer service is absolutely the worst I have ever experienced. I’ve been on hold for an hour, had my text… https://t.co/FxUZ3G7eey",0.0,neutral
@Delta im going home to see my mum for the first time in 3 years in 2 weeks 😭 https://t.co/Ouy66iqYON,0.25,positive
"@Delta Everything is great, thanks so much for the help!",0.39999999999999997,positive
@Delta yikes! Thank goodness I’m with @UnitedAirlines_ https://t.co/OlmeDwpEDj,0.0,neutral
@Delta Might help folks if you put a sign up. Folks just standing there for a long time doesn't look or feel goid.,-0.05,negative
@welshjaci @Delta How many flights do you have booked @welshjaci?!!,0.5,positive
@Delta paid for first class and luckily I checked the seat chart because I was seated in the main cabin? the fuck?,0.08749999999999997,positive
@Delta You can hear the sound can’t you?? https://t.co/W5A3df3C9x,0.4,positive
"In Atlanta, met a pilot flying a @Delta 767 that is gonna be chartered by the @Cardinals tomorrow. Pretty wicked th… https://t.co/3iMdbMahr9",0.25,positive
"bro @Delta  customer service is the worst, they literally hung up on me twice i'm so angry",-0.75,negative
@Delta - that’s my next trip!!!!! https://t.co/wAbjnU7zKd,0.0,neutral
@GelaBR @JenJJams @SRotkis @Delta @cathstweet @Blue_Texas2022 @UnitedAirlines_ I am not a expert on infection disea… https://t.co/58q7X6c67t,0.0,neutral
@Delta What is the cost for checked luggage over 50 lbs?,0.0,neutral
@Delta Meeting each other in Italy! https://t.co/EgCL67ztZu,-0.125,negative
@delta has me waiting. Grr,-0.7,negative
@POTUS52 @Delta @AmericanAir @JetBlue Don’t think anyone would ever use the word frugal to describe me 😂. Just swit… https://t.co/FFOUnpusRa,0.0,neutral
Thank you Yvonne in Dallas doing the good work for @Delta !  🙏🏻👏🏻 Super helpful on the phone this afternoon! #customerservice,0.5166666666666666,positive
@utedaddy @Delta You going to game 3??,-0.4,negative
@JenJJams @GelaBR @SRotkis @Delta @cathstweet @Blue_Texas2022 @UnitedAirlines_ Sure would love to talk dm me or mak… https://t.co/nk4kGkEFtt,0.5,positive
@jessicaalba @Delta @baby2baby Do you feel lonely  in this quarantine  too?,-0.09999999999999998,negative
"@delta Im literally sitting on one of your planes that we were told to board, it’s over 90 degrees and so stuffy it… https://t.co/3PNnBZXGYG",0.0,neutral
@hollyrpeete @AirCanada You didn't really think your black boys are not racially profiled.... did you?? @Delta trie… https://t.co/w4vTEf2EMz,0.016666666666666677,positive
Hey @Delta I have been on hold 45 min after getting to response to an email sent 9/23. I am just locked out of my a… https://t.co/Tb0ko17Lab,0.0,neutral
@Delta Hello. Looking for assistance.,0.0,neutral
"@Delta frustrated as a Diamond & sitting in 1st, there is no water @ seat waiting ESP since it takes nearly an hr after takeoff to be served",-0.3,negative
@utedaddy @Delta Because those flights are full of folks connecting to other airports. Supply and demand.,0.11249999999999999,positive
"@Slumdogwrld @JenJJams @SRotkis @Delta @cathstweet @Blue_Texas2022 @UnitedAirlines_ It's not ""performative BS"". You… https://t.co/IsY3KaHD0u",0.0,neutral
Make sure they know... @Delta https://t.co/vz8wHuPM6l,0.5,positive
@Delta ...get on board with vaccinations or we will fly any airline but not Delta. https://t.co/ghk7LIQMV0,0.8,positive
@Slumdogwrld @GelaBR @SRotkis @Delta @cathstweet @Blue_Texas2022 @UnitedAirlines_ Covid vaccinations are about prot… https://t.co/TR0ucIT5Si,0.0,neutral
@utedaddy @Delta Add Minneapolis to this list,0.0,neutral
@Delta what’s with the barking dog behind me on my flight. Is there any thought of those of us allergic to dogs???,-0.4,negative
@jessicaalba @Delta @baby2baby Do  you  lik me?,0.0,neutral
"@Delta booked expensive direct return flights with delta Seattle to London. 3 cancellations later, 20 hours on phon… https://t.co/fsBvgx9URQ",-0.13333333333333333,negative
@Delta Montreal in November! Can’t wait to take my seat on @Delta https://t.co/pu3XtgEGF8,0.0,neutral
@JenJJams @GelaBR @SRotkis @Delta @cathstweet @Blue_Texas2022 @UnitedAirlines_ None of yall answered my question st… https://t.co/ayEfBKQoQX,0.0,neutral
Hey @Delta care to explain why I got this message without ever getting help? https://t.co/ULNHANzPfD,0.0,neutral
"@utedaddy @Delta An evergreen question is ""why is flying to __________ from SLC so damn much money @(insert airline… https://t.co/EiHTXwpmhT",0.2,positive
@utedaddy @Delta Because everyone is doing it,0.0,neutral
"One of the main reasons I only fly @united now. (ahem, @Delta @AmericanAir...) https://t.co/knbpPKG238",0.32222222222222224,positive
Why is flying to Atlanta from SLC so damn much money @Delta?,0.2,positive
@Delta seriously your new phone system is awful AND it does not give priority to medallions   please fix ASAP,-0.398989898989899,negative
@SRotkis @Delta @cathstweet @Blue_Texas2022 @UnitedAirlines_ They’ve said that they will comply when the Biden mand… https://t.co/j7H2P117lo,0.0,neutral
@delta Hi there! Could you please assist with seat assignments for my husband and 2 year old so they are next to ea… https://t.co/qGhgxXmjok,0.05,positive
@Delta @AmericanAir Yes I’m Trying to add some flight miles on a previous flight on my account,-0.16666666666666666,negative
"So, @delta while I don’t know her name the representative who got me on this SFO-MSP-MKE flight today is one of you… https://t.co/QEtnznIQfc",0.0,neutral
5. Explain the situation to skypriority rep (whose name I wish I now had). 6. She jumped through hoops to get me on… https://t.co/XQFSqK2m6C,0.0,neutral
Sometimes it goes like this: 1. Realize I can fly home this afternoon instead of tomorrow really early.  2. Re-book… https://t.co/YdaxtfkvJk,0.45,positive
"RT @LAmag: Traveling may be rote in the sport of hockey; still, LA Kings’ left-winger, Trevor Moore, speaks of his journeys with a sense of…",0.0,neutral
@librarian_ra @airlineguys @AusterityAirli1 @Delta is the 2nd worst airline in the sky! @AmericanAir still holds th… https://t.co/9hB6DZCH3t,-0.5,negative
@TMobile no longer works on @Delta flights for an hour of free internet because they’ve stopped using @Gogo interne… https://t.co/j6JeoRwR0Z,0.4,positive
"@Delta you really holding out, eh?   Imma tell you right now, I will never fly Delta unless their are vaccine manda… https://t.co/6yR0H5MsOh",0.028571428571428564,positive
@Delta How on earth doesn’t Lisbon have a picture @Delta ! The same with Punta Cana! https://t.co/NCR740W1De,0.0,neutral
"@OstynHyss Get a @delta card instead, better value",0.5,positive
The worst @Delta https://t.co/FG8wMDNnH9,-1.0,negative
@GelaBR @Slumdogwrld @SRotkis @Delta @cathstweet @Blue_Texas2022 @UnitedAirlines_ I was trying to explain something… https://t.co/83ZAfwUPJQ,0.0,neutral
@MelanieJSwanson @Delta Key West https://t.co/oDIOvD1sc8,0.0,neutral
The @Delta lounge at MSP is full of Karen (male & female) who won’t wear a mask. They are not eating or drinking. J… https://t.co/7DDEEncUNe,0.11666666666666665,positive
not me being on hold with @Delta for almost an hour to see if i need documentation of my autism for certain accommo… https://t.co/zA8CigIgf7,0.21428571428571427,positive
@jessicaalba @Delta @baby2baby Do  you  miss  too?,0.0,neutral
@JenJJams @cathstweet @Blue_Texas2022 @UnitedAirlines_ @Delta I was responding to cathsweet who claimed your response was false.,-0.4000000000000001,negative
I need my sky miles @delta @AmericanAir,0.0,neutral
"@Delta @Delta - Just sent, & received a CANNED response - how does that help? That's all I seem to receive - and, a… https://t.co/swUlJBbpF2",0.0,neutral
RT @triflight: @saab007 @Delta We're so glad to have you here! Thanks for #flyingTRI! ✈️,0.35,positive
@aaCaptainBrad @Delta It was a @Delta MD-88 captain in 2019 that got me hooked! Two years later I'm a private pilot… https://t.co/Z2LxvqJbOA,0.0,neutral
Funny how @Delta and their travel insurance partner can just decide that a WORLDWIDE PANDEMIC is not a valid excuse… https://t.co/GJRwP5e6qs,0.1,positive
"@Delta They finish this month tho, should I expect new flights to open up for December? :) Thank you",0.06818181818181818,positive
@cathstweet @Blue_Texas2022 @UnitedAirlines_ @Delta Actually you’re wrong.  United has mandated vaccines for all em… https://t.co/M7R7n37G3Q,-0.25,negative
"RT @SoundersFC: 1,811 miles and counting! ⚽️  @Delta donates a soccer ball to @RaveFound for every mile Sounders FC players run on the pitc…",0.0,neutral
I’ve been on hold with @JetBlue and @Expedia for 5 H O U R S!!! Because they don’t want to refund a flight they del… https://t.co/iUByWi91X4,0.0,neutral
RT @doughausladen: .⁦⁦@UnltedAirlines⁩ abandons fees for flying with your bicycle - ⁦@Delta⁩ ⁦@AmericanAir⁩ led.  And trains have too.   An…,0.0,neutral
@Pacific_h2o @Delta @SouthwestAir @AmericanAir Southwest and american require it. Delta has a $200/month penalty fo… https://t.co/wW8YYg68l1,0.0,neutral
"@SpraynardTurds @playazball @Delta Agreed, not good!",-0.35,negative
@playazball @NickLutsko @Delta This tweet is at least as good as your new profile pic,0.1787878787878788,positive
"Annnnnd we’re 2 for 2 for @AmericanAir delays, this time on #1966 out of @DFWAirport. Remarkably consistent today i… https://t.co/ZMKT0bmh3N",0.25,positive
"@missnatalienunn @Delta @AmericanAir Facts I love Delta! Never had any problems, they go out their way for their co… https://t.co/7c8I2bCjnn",0.5,positive
"@AmericanExpress @Delta  terrible service provided. i received my card beyond the time period and had to pay a fee,… https://t.co/dcRtyVJ4om",-1.0,negative
@BWI_Airport @Delta @AmericanAir @SouthwestAir @united @JetBlue @JFKairport @LGAairport This is excellent news. Thank you!,1.0,positive
@Delta you want me to think you’ve disinfected for COVID and the seats look like this. https://t.co/TQ1UYgEO1K,0.0,neutral
RT @BWI_Airport: @zaberto @Delta @AmericanAir @SouthwestAir @united @JetBlue @JFKairport @LGAairport Hi Chris! Southwest resumes BWI-LGA 2x…,0.0,neutral
"@cathstweet @JenJJams @Blue_Texas2022 @UnitedAirlines_ @Delta I call false on your false! Also, you’re wrong.",-0.4333333333333334,negative
@Delta anyone else seeing this when trying to modify a flight? Customer service doesn’t know the cause… https://t.co/In7hYQOglD,0.0,neutral
RT @missnatalienunn: Hey @Delta IM READY TO DO THE MATCH MY MILES PROGRAM IM DONE WITH @AmericanAir MILLION MILE CLUB EXECUTIVE PLATINUM ME…,0.2,positive
@bhammock @Delta We don't want to confuse the traveling public.,0.0,neutral
@Delta  I NEED HELP WITH MY BOOKING. I BOOKED WITH PROTECTION BUT IT DIDNT APPEAR ON MY TICKET.,0.0,neutral
Hey @Delta IM READY TO DO THE MATCH MY MILES PROGRAM IM DONE WITH @AmericanAir MILLION MILE CLUB EXECUTIVE PLATINUM MEANS NOTHING TO THEM,0.2,positive
"@APforJustice @Delta Come on @Delta, make the call.",0.0,neutral
RT @takemusu: @AhBrightWings @Blue_Texas2022 Way to loose employees. As @Delta quickly becomes the airline of choice for the 🚫💉 stewards an…,0.1282051282051282,positive
@Delta is there any plans on restarting the route BCN-ATL when the borders open? Would be really useful for us 😌 #LoveIsNotTourisim,0.15,positive
Day 12 of honeymoon. Still no luggage. Special thank you to @Delta @AirFranceFR @airfrance @AirFranceUK @Alitalia.… https://t.co/cBp9SeHiPw,0.35714285714285715,positive
RT @ATXRestWeeks: With the support of our sponsors like @Delta we are able to continue the fight to end hunger in Central Texas with @ctxfo…,0.25,positive
@assonance206 @Delta You'll love it. Try the chili guaro. And everything runs on Tico time. https://t.co/U1nMWXWbAT,0.5,positive
@Blue_Texas2022 @Delta I am glad SW flies out it ATL. Bye Bye,0.5,positive
@Delta Hope you are all having a great day at Delta doing sidereal things.,0.8,positive
@humanity195555 @Blue_Texas2022 @Delta Many wil leave voluntarily…. Others in body bags…..,0.5,positive
@SoundersFC @Delta @RaveFound Vote now! https://t.co/bBrWrTBjF8,0.0,neutral
Excellent customer service and a shout out it the gate agents @FlyTPA E-65. @Delta team made our day!,1.0,positive
"@POTUS52 @Delta @AmericanAir @JetBlue Also worth noting is return is bad for all options, so paid a little more tha… https://t.co/j8e6btf0Lu",-0.021874999999999978,negative
"@POTUS52 @Delta @AmericanAir @JetBlue I hear you. I love Delta, and they are good to me, but when running P&L and w… https://t.co/9o3rplyqZW",0.6,positive
"1,811 miles and counting! ⚽️  @Delta donates a soccer ball to @RaveFound for every mile Sounders FC players run on… https://t.co/hA6DcJuxWd",0.0,neutral
@TristanSnell @Delta Going to start calling them the Delta Variant,0.0,neutral
"@Delta @Delta I sent ""Just arrived on 10/05 (flight began 10/04 )in ATH from ATL DL#148, seat 7A. Left my jacket in… https://t.co/rnXx0hvixV",0.0,neutral
@Delta @AmericanAir @UnitedAirlines_   Fly Delta they're the only ones mandating a vaccine!,0.4,positive
@Delta @AskAmex Hey just dm the information to you. Tried to purchase once more and got the same error and you all… https://t.co/gZe5JgxLvq,0.25,positive
Flight Attendant @Delta US #airplane https://t.co/xFJccnxpUW https://t.co/Y9meNLqYY0,0.2,positive
"@Delta @Delta Just arrived in ATH from ATL DL #148, seat 7A on 10/05 (arrival date, flight startedon 10/04. Left my… https://t.co/aDMnd4WII1",0.0,neutral
"Hey @Delta, can we get our MHT flights back, too (especially DCA->MHT!)? My parents and siblings are getting sick o… https://t.co/o2JxeoOB48",-0.2380952380952381,negative
Have a nice flight @united - see you up in the air ✈️ - @Delta 1635 #pushbacktogether #kalispell https://t.co/Sh1YbN28gx,0.6,positive
Tour of Delta's New $3.9 Billion Terminal at LaGuardia Airport Under Construction ⁦@Delta⁩ ✈️  https://t.co/9dQImcLGWl,0.13636363636363635,positive
@Delta you’ve delayed my girlfriends flight both arriving and leaving LAX and they now have to sit in the airport b… https://t.co/OFiegYckv4,0.0,neutral
@Delta Don’t message me now when it’s all good I need a credit for that small seat loves I’m too big for all thattt… https://t.co/faVmgplrFv,0.15,positive
@SohrabAhmari @Delta Care me re about safe landings,0.5,positive
"@Delta Sure, I’ll wait and see what Delta comes back with.",0.25,positive
@welshjaci @Delta Well they should be loving all the mentions you give. But it seems you are just getting all the stress?  😘🤦‍♀️🙏,0.6,positive
@Delta let me tell you that Susan on Flight DL0083 from CDG to ATL was awesome!! This was my first time flying inte… https://t.co/0l2zn2Ja7Q,0.625,positive
@ToniThai @Delta ❤️.. been having that season too. Xo,0.0,neutral
"@APforJustice @Delta Delta is awesome, stay strong and keep winning over the freedom killers.",0.6444444444444445,positive
"@Delta Did that.   Got nowhere.  It a problem at YOUR end, not mine.",0.0,neutral
@haydnadams @Delta First time. I'm excited!,0.3125,positive
The #PlaneTrain at @ATLairport use the Zulu Alphabet (also called military alphabet) to announce each terminal. Yet… https://t.co/D3RzLIwNQN,-0.1,negative
"@OfficialTracieB @Delta I feel I AM working for one! Several, in fact! XX",0.0,neutral
"RT @BBCJonSopel: .@Delta is now the only major US airline not to demand its staff get vaccinated. The Delta variant, I guess…",0.03125,positive
"@TristanSnell @Delta Or just pledge not to fly, if possible, as it wrecks the climate.",0.4,positive
@APforJustice @Delta Glad delta hasn’t done this.  Stay strong delta,0.4666666666666667,positive
"RT @Iam_Loucha: @hollyrpeete @AirCanada Hey, it's not only AirCanada. @Delta did the same thing to my friend on Saturday. I purchased both…",0.0,neutral
@NickLutsko @Daniel2Friedman @Delta what wig?,0.0,neutral
@Delta Your home…🛫🛬 https://t.co/3xV0glL6s5,0.0,neutral
"@TristanSnell @Delta Hey @Delta, I live in the ATL-metro and there is NO WAY I will fly again on your airline if yo… https://t.co/yTigcenppc",0.4681818181818182,positive
@NickLutsko @playazball @Delta Normally I would say this is the sincerest form of flattery but in this case Phil is… https://t.co/kuHscLepBX,0.15,positive
I have no clue how y’all fly @Delta  I’ve never seen them have an affordable flight in my life.,0.8,positive
"RT @SohrabAhmari: Because I sometimes complain about airlines here, let me just take a moment to note that I’ve recently taken a series of…",0.0,neutral
"@Delta Is Delta planning on joining other major airlines & require employees to be vaccinated? If not, prepare to lose a lot of customers.",-0.03125,negative
@welshjaci @Delta Darling I want you to work for an airline. You’d be so much better than anyone else. And you fly… https://t.co/KbyCZXCsYa,0.65,positive
@Daniel2Friedman @playazball @Delta First it was the cowboy hat and now it’s the brown wig. Next it will be the crown and purple jacket,0.125,positive
@Delta @AskAmex There wasn’t any ticket number because your site gave this erro instead https://t.co/bbQXK6jByt,0.0,neutral
"RT @MitchellHamline: We can't stop reading this article about alum and Mitchell Hamline trustee Chris Montana '13, who started the nation's…",0.0,neutral
@Delta little E had a great first flight thanks to the flight attendants and gate agents for flight DL989. We love… https://t.co/D2njCDyZR8,0.3125,positive
RT @APforJustice: What are they waiting for?  Atlanta-based @Delta on Monday was the only major U.S. airline without a broad employee vacci…,0.041666666666666664,positive
Very pleased with the @Delta Customer Service Center. I had a bit of a complicated travel problem that Kim was able… https://t.co/gewoRmv7Gk,0.1375,positive
@SohrabAhmari @Delta Somebody really turned that company around.,0.2,positive
Why tf does TSA make u take things outta ur baggage and put it in ur carry on which is going on the same plane?… https://t.co/dLbfaQIwA3,0.0,neutral
@assonance206 @Delta Awesome! Love flying into LIR. Pura Vida!,0.75,positive
@Delta @MelanieJSwanson I sea what you did there Delta.,0.0,neutral
I’m kinda pissed about my screen but my seat big as fuck and as you can see I’m damn near at the front of the plane… https://t.co/1EmQsjFQji,-0.10000000000000002,negative
"Calling all photographers: Beware of @Delta, they'll break your shit and then waste your time with automated messaging.",-0.2,negative
@Delta @KLM Ok I did. I was only able to send it to Delta though.,0.3333333333333333,positive
@Delta @Detla Why did you tell me to message you only to send me on a wild goose chase?? Now not only am I out hund… https://t.co/hLlJzRP2L1,0.03333333333333333,positive
@NickLutsko @Delta I would I'll have to cut someone from my list,0.0,neutral
